zip_code,latitude,longitude,city,state_name,population,density,counties
757,17.9933,-66.39056,Santa Isabel,Puerto Rico,20048,238.7,Santa Isabel
765,18.12365,-65.43013,Vieques,Puerto Rico,8199,67,Vieques
766,18.13039,-66.4757,Villalba,Puerto Rico,22053,223,Villalba|Orocovis
767,18.07033,-65.89618,Yabucoa,Puerto Rico,30779,215.4,Yabucoa|Humacao
769,18.09459,-66.3607,Coamo,Puerto Rico,34374,172.2,Coamo|Santa Isabel
771,18.18797,-65.86916,Las Piedras,Puerto Rico,34964,401.8,Las Piedras|Humacao
772,18.43048,-65.90377,Loiza,Puerto Rico,17316,409.1,Loíza
773,18.34073,-65.72756,Luquillo,Puerto Rico,17716,283.8,Luquillo
775,18.31387,-65.28618,Culebra,Puerto Rico,1186,39.3,Culebra
777,18.22365,-65.90904,Juncos,Puerto Rico,37726,542.4,Juncos|San Lorenzo|Las Piedras|Canóvanas
778,18.26319,-65.97938,Gurabo,Puerto Rico,40476,529.3,Gurabo|San Lorenzo
780,18.09998,-66.57032,Coto Laurel,Puerto Rico,13908,280.7,Ponce|Juana Díaz
782,18.22501,-66.22452,Comerio,Puerto Rico,18639,257.2,Comerío|Barranquitas
783,18.30348,-66.32851,Corozal,Puerto Rico,34205,313.6,Corozal|Barranquitas
784,18.00558,-66.13651,Guayama,Puerto Rico,35917,207.8,Guayama|Cayey|Patillas
786,18.1357,-66.22881,La Plata,Puerto Rico,154,33.7,Aibonito
791,18.14391,-65.81398,Humacao,Puerto Rico,46537,421.4,Humacao|Las Piedras|Yabucoa
794,18.19934,-66.31179,Barranquitas,Puerto Rico,28335,318.8,Barranquitas|Coamo
795,18.05128,-66.49485,Juana Diaz,Puerto Rico,42900,277.3,Juana Díaz
901,18.46478,-66.10277,San Juan,Puerto Rico,8220,3127.7,San Juan
906,18.46446,-66.09499,San Juan,Puerto Rico,148,17945.9,San Juan
907,18.45287,-66.08381,San Juan,Puerto Rico,16607,3138.3,San Juan
909,18.44131,-66.06866,San Juan,Puerto Rico,5260,3110.7,San Juan
911,18.45133,-66.05636,San Juan,Puerto Rico,7087,5750.1,San Juan
912,18.44503,-66.05995,San Juan,Puerto Rico,5955,6200,San Juan
913,18.45024,-66.04275,San Juan,Puerto Rico,7068,8423.4,San Juan
915,18.43673,-66.04576,San Juan,Puerto Rico,24713,6807,San Juan
917,18.4208,-66.04989,San Juan,Puerto Rico,18544,5244.3,San Juan
918,18.42139,-66.06774,San Juan,Puerto Rico,15976,2286.4,San Juan
920,18.41904,-66.09023,San Juan,Puerto Rico,17293,1849.7,San Juan
921,18.39206,-66.0871,San Juan,Puerto Rico,33555,4221.7,San Juan|Guaynabo
923,18.41146,-66.03715,San Juan,Puerto Rico,24760,4756.2,San Juan
924,18.39987,-66.01344,San Juan,Puerto Rico,47080,3898.1,San Juan|Carolina
925,18.40028,-66.05058,San Juan,Puerto Rico,5556,4812.9,San Juan
926,18.34691,-66.05434,San Juan,Puerto Rico,93751,1559.4,San Juan|Trujillo Alto|Guaynabo
927,18.38884,-66.07149,San Juan,Puerto Rico,13766,2193.7,San Juan
934,18.41372,-66.11998,Fort Buchanan,Puerto Rico,128,34.8,Guaynabo|Bayamón
949,18.43166,-66.21349,Toa Baja,Puerto Rico,68031,1276.3,Toa Baja|Cataño|Toa Alta
950,18.46201,-66.23917,Toa Baja,Puerto Rico,0,0,Dorado|Toa Baja
951,18.43175,-66.25628,Toa Baja,Puerto Rico,298,107.4,Toa Baja
952,18.42874,-66.18897,Sabana Seca,Puerto Rico,8168,1422.4,Toa Baja
953,18.36319,-66.24764,Toa Alta,Puerto Rico,66079,956,Toa Alta|Corozal|Toa Baja
956,18.32121,-66.17185,Bayamon,Puerto Rico,65841,927.1,Bayamón|Aguas Buenas|Toa Alta
957,18.36696,-66.18857,Bayamon,Puerto Rico,41009,3647.5,Bayamón|Toa Alta
959,18.3852,-66.15583,Bayamon,Puerto Rico,47721,3023.9,Bayamón|Guaynabo|Toa Baja|Toa Alta
960,18.41674,-66.14365,Bayamon,Puerto Rico,3405,937.4,Bayamón
961,18.40987,-66.16415,Bayamon,Puerto Rico,29271,2119.1,Bayamón|Cataño
962,18.43514,-66.13949,Catano,Puerto Rico,19614,1572.4,Cataño|Guaynabo|Bayamón|Toa Baja
965,18.42853,-66.11175,Guaynabo,Puerto Rico,5148,2195.8,Guaynabo
966,18.39784,-66.11394,Guaynabo,Puerto Rico,16451,2520.4,Guaynabo|San Juan|Bayamón
968,18.40609,-66.10123,Guaynabo,Puerto Rico,3554,3009.8,Guaynabo|San Juan
969,18.36696,-66.11,Guaynabo,Puerto Rico,41784,3202.2,Guaynabo|San Juan|Bayamón
971,18.32067,-66.11751,Guaynabo,Puerto Rico,26430,636.8,Guaynabo
976,18.33903,-65.99286,Trujillo Alto,Puerto Rico,61638,1365,Trujillo Alto|Carolina|San Juan|Gurabo
979,18.43734,-66.0089,Carolina,Puerto Rico,16890,1677,Carolina
982,18.40961,-65.99143,Carolina,Puerto Rico,13876,3713.6,Carolina
983,18.41788,-65.98104,Carolina,Puerto Rico,31816,2842.7,Carolina|San Juan
985,18.40628,-65.94767,Carolina,Puerto Rico,32265,1349,Carolina
987,18.34115,-65.94257,Carolina,Puerto Rico,54109,805.7,Carolina|Trujillo Alto
1001,42.06262,-72.62521,Agawam,Massachusetts,16045,548.6,Hampden
1002,42.37633,-72.46462,Amherst,Massachusetts,22992,166.7,Hampshire|Franklin
1003,42.39135,-72.52327,Amherst,Massachusetts,11989,5756.6,Hampshire
1005,42.42117,-72.10655,Barre,Massachusetts,4837,43.2,Worcester
1007,42.28163,-72.40009,Belchertown,Massachusetts,15368,108.1,Hampshire
1008,42.18234,-72.95819,Blandford,Massachusetts,1231,7.8,Hampden|Berkshire
1009,42.21133,-72.34189,Bondsville,Massachusetts,699,386.9,Hampden|Hampshire
1010,42.12904,-72.20597,Brimfield,Massachusetts,3699,40.5,Hampden|Worcester
1011,42.30233,-72.96448,Chester,Massachusetts,1318,15.5,Hampden|Hampshire
1012,42.38495,-72.84675,Chesterfield,Massachusetts,440,14.1,Hampshire
1013,42.16059,-72.60788,Chicopee,Massachusetts,22895,1561.8,Hampden
1020,42.17618,-72.56538,Chicopee,Massachusetts,30417,942.5,Hampden
1022,42.19721,-72.54249,Chicopee,Massachusetts,2144,171.9,Hampden
1026,42.46858,-72.92296,Cummington,Massachusetts,1073,14.8,Hampshire|Berkshire
1027,42.29506,-72.74303,Easthampton,Massachusetts,17711,168.5,Hampshire
1028,42.05967,-72.49899,East Longmeadow,Massachusetts,16273,486.3,Hampden
1029,42.19402,-73.05067,East Otis,Massachusetts,527,20.4,Berkshire
1030,42.06869,-72.67967,Feeding Hills,Massachusetts,12561,403.2,Hampden
1031,42.32782,-72.19191,Gilbertville,Massachusetts,1697,97.3,Worcester
1032,42.45313,-72.81965,Goshen,Massachusetts,484,19.4,Hampshire
1033,42.26082,-72.50361,Granby,Massachusetts,6096,84.6,Hampshire
1034,42.0826,-72.95611,Granville,Massachusetts,2065,11.8,Hampden
1035,42.35563,-72.5692,Hadley,Massachusetts,5295,88.6,Hampshire
1036,42.0638,-72.4157,Hampden,Massachusetts,4966,97.8,Hampden
1037,42.37063,-72.19466,Hardwick,Massachusetts,582,12.1,Worcester
1038,42.38466,-72.60559,Hatfield,Massachusetts,2469,103.4,Hampshire
1039,42.41049,-72.69188,Haydenville,Massachusetts,1728,40.5,Hampshire|Franklin
1040,42.21251,-72.64109,Holyoke,Massachusetts,38210,697.1,Hampden
1050,42.29092,-72.87526,Huntington,Massachusetts,2714,25.3,Hampshire|Hampden
1053,42.35205,-72.71032,Leeds,Massachusetts,1885,126.6,Hampshire
1054,42.47381,-72.48768,Leverett,Massachusetts,1793,30.2,Franklin
1056,42.19211,-72.45805,Ludlow,Massachusetts,20883,296.5,Hampden
1057,42.09118,-72.32392,Monson,Massachusetts,8215,71.2,Hampden
1060,42.32218,-72.63126,Northampton,Massachusetts,14724,523.1,Hampshire
1062,42.32146,-72.69244,Florence,Massachusetts,9491,210,Hampshire
1063,42.31962,-72.63951,Northampton,Massachusetts,2089,9127.4,Hampshire
1066,42.40742,-72.64032,North Hatfield,Massachusetts,134,41,Hampshire|Franklin
1068,42.35125,-72.04776,Oakham,Massachusetts,1585,28.2,Worcester
1069,42.18798,-72.30578,Palmer,Massachusetts,8516,117.2,Hampden
1070,42.51958,-72.92504,Plainfield,Massachusetts,571,11.1,Hampshire|Berkshire
1071,42.16029,-72.8598,Russell,Massachusetts,1259,31,Hampden
1072,42.46327,-72.41893,Shutesbury,Massachusetts,1413,28.6,Franklin
1073,42.23084,-72.73856,Southampton,Massachusetts,6185,84.8,Hampshire
1074,42.3837,-72.10021,South Barre,Massachusetts,694,1033.3,Worcester
1075,42.25672,-72.57928,South Hadley,Massachusetts,17115,372.9,Hampshire
1077,42.05441,-72.77851,Southwick,Massachusetts,9244,115.7,Hampden
1079,42.18508,-72.33406,Thorndike,Massachusetts,640,153.7,Hampden
1080,42.18228,-72.36515,Three Rivers,Massachusetts,2674,620,Hampden
1081,42.06232,-72.23085,Wales,Massachusetts,1716,45.8,Hampden
1082,42.29816,-72.27676,Ware,Massachusetts,10533,86.5,Hampshire|Worcester|Hampden
1083,42.20652,-72.19906,Warren,Massachusetts,2539,76.8,Worcester
1084,42.38589,-72.88165,West Chesterfield,Massachusetts,99,4.6,Hampshire
1085,42.15375,-72.76961,Westfield,Massachusetts,41592,268.9,Hampden
1088,42.38981,-72.6465,West Hatfield,Massachusetts,725,53.3,Hampshire
1089,42.12532,-72.65025,West Springfield,Massachusetts,28755,663.6,Hampden
1092,42.20008,-72.23715,West Warren,Massachusetts,1428,82,Worcester
1093,42.44335,-72.65099,Whately,Massachusetts,145,13,Franklin
1094,42.36481,-72.13548,Wheelwright,Massachusetts,44,23.6,Worcester
1095,42.12763,-72.42994,Wilbraham,Massachusetts,14673,251.9,Hampden
1096,42.40968,-72.77213,Williamsburg,Massachusetts,2516,27.1,Hampshire|Franklin
1097,42.17722,-72.83175,Woronoco,Massachusetts,36,8,Hampden
1098,42.39551,-72.94315,Worthington,Massachusetts,951,11.5,Hampshire
1103,42.10443,-72.58997,Springfield,Massachusetts,2245,1993.6,Hampden
1104,42.13326,-72.56733,Springfield,Massachusetts,22606,1668.2,Hampden
1105,42.09911,-72.57865,Springfield,Massachusetts,12045,3856.5,Hampden
1106,42.04877,-72.57163,Longmeadow,Massachusetts,16019,645.2,Hampden
1107,42.12116,-72.60642,Springfield,Massachusetts,12443,3114.9,Hampden
1108,42.0814,-72.55866,Springfield,Massachusetts,26198,2939.5,Hampden
1109,42.11839,-72.54876,Springfield,Massachusetts,31301,2221.1,Hampden
1118,42.09476,-72.5253,Springfield,Massachusetts,15112,1622.7,Hampden
1119,42.12452,-72.51126,Springfield,Massachusetts,14182,1550.9,Hampden
1128,42.09497,-72.48806,Springfield,Massachusetts,3063,1066.4,Hampden
1129,42.1211,-72.4877,Springfield,Massachusetts,6486,728.8,Hampden
1144,42.10189,-72.59091,Springfield,Massachusetts,0,0,Hampden
1151,42.15294,-72.50883,Indian Orchard,Massachusetts,9467,1543.1,Hampden
1201,42.45614,-73.28114,Pittsfield,Massachusetts,45188,289,Berkshire
1220,42.62686,-73.11873,Adams,Massachusetts,8149,137.5,Berkshire
1222,42.06242,-73.32146,Ashley Falls,Massachusetts,623,52.4,Berkshire
1223,42.31118,-73.09835,Becket,Massachusetts,2565,14.2,Berkshire
1224,42.50622,-73.19841,Berkshire,Massachusetts,124,102.9,Berkshire
1225,42.56385,-73.1512,Cheshire,Massachusetts,3239,46.6,Berkshire
1226,42.47954,-73.15329,Dalton,Massachusetts,6332,112.4,Berkshire
1229,42.29411,-73.35227,Glendale,Massachusetts,125,19.4,Berkshire
1230,42.18197,-73.34244,Great Barrington,Massachusetts,9095,36.2,Berkshire
1235,42.43181,-73.07336,Hinsdale,Massachusetts,2461,20.4,Berkshire
1236,42.26923,-73.37999,Housatonic,Massachusetts,1625,94.8,Berkshire
1237,42.5529,-73.25373,Lanesborough,Massachusetts,2451,19.2,Berkshire
1238,42.30072,-73.22553,Lee,Massachusetts,5928,82.9,Berkshire
1240,42.37567,-73.26466,Lenox,Massachusetts,4922,79.5,Berkshire
1242,42.3334,-73.24967,Lenox Dale,Massachusetts,255,214.3,Berkshire
1243,42.34752,-73.03467,Middlefield,Massachusetts,135,3.6,Hampshire
1244,42.10924,-73.27475,Mill River,Massachusetts,158,10.6,Berkshire
1245,42.19043,-73.21579,Monterey,Massachusetts,828,12.4,Berkshire
1247,42.69813,-73.09264,North Adams,Massachusetts,15279,128.5,Berkshire
1253,42.20751,-73.1118,Otis,Massachusetts,818,14.9,Berkshire
1254,42.37972,-73.36608,Richmond,Massachusetts,961,25.7,Berkshire
1255,42.1068,-73.12213,Sandisfield,Massachusetts,931,7.1,Berkshire
1256,42.59627,-73.01958,Savoy,Massachusetts,620,6.7,Berkshire
1257,42.0976,-73.37241,Sheffield,Massachusetts,2230,25.4,Berkshire
1258,42.09396,-73.46616,South Egremont,Massachusetts,188,3.3,Berkshire
1259,42.07316,-73.23282,Southfield,Massachusetts,733,12.3,Berkshire
1260,42.26663,-73.2712,South Lee,Massachusetts,20,3,Berkshire
1262,42.30433,-73.32013,Stockbridge,Massachusetts,1785,34.9,Berkshire
1264,42.23997,-73.19686,Tyringham,Massachusetts,207,5.5,Berkshire
1266,42.30264,-73.39846,West Stockbridge,Massachusetts,952,18.2,Berkshire
1267,42.66593,-73.24209,Williamstown,Massachusetts,8142,53,Berkshire
1270,42.51297,-73.04859,Windsor,Massachusetts,999,12,Berkshire
1301,42.62375,-72.60379,Greenfield,Massachusetts,17880,272.3,Franklin
1330,42.51772,-72.81556,Ashfield,Massachusetts,1607,18,Franklin
1331,42.56793,-72.18324,Athol,Massachusetts,13845,98.7,Worcester|Franklin
1337,42.69512,-72.57731,Bernardston,Massachusetts,2470,25.5,Franklin
1338,42.5814,-72.80309,Buckland,Massachusetts,65,19.2,Franklin
1339,42.61099,-72.88846,Charlemont,Massachusetts,1396,9.2,Franklin
1340,42.68805,-72.73205,Colrain,Massachusetts,1890,14,Franklin
1341,42.50734,-72.70221,Conway,Massachusetts,1620,18.6,Franklin
1342,42.54384,-72.6058,Deerfield,Massachusetts,1321,27.7,Franklin
1343,42.66766,-72.98822,Drury,Massachusetts,167,5.6,Berkshire
1344,42.60756,-72.42916,Erving,Massachusetts,1631,45.7,Franklin
1346,42.6706,-72.81323,Heath,Massachusetts,409,11.8,Franklin
1347,42.56027,-72.51321,Lake Pleasant,Massachusetts,197,212.9,Franklin
1349,42.56656,-72.47045,Millers Falls,Massachusetts,764,29.9,Franklin
1350,42.72259,-72.98291,Monroe Bridge,Massachusetts,103,3.7,Franklin
1351,42.54162,-72.52069,Montague,Massachusetts,2741,54,Franklin
1354,42.63282,-72.51136,Gill,Massachusetts,1747,49.1,Franklin
1355,42.45101,-72.33141,New Salem,Massachusetts,1009,8.2,Franklin
1360,42.67575,-72.446,Northfield,Massachusetts,2871,32.3,Franklin
1364,42.60449,-72.29263,Orange,Massachusetts,7643,82,Franklin
1366,42.48858,-72.18564,Petersham,Massachusetts,1177,12.3,Worcester
1367,42.69674,-72.91387,Rowe,Massachusetts,504,7.9,Franklin
1368,42.67815,-72.18557,Royalston,Massachusetts,1455,12.7,Worcester
1370,42.59607,-72.72915,Shelburne Falls,Massachusetts,3713,29.8,Franklin
1373,42.47292,-72.61516,South Deerfield,Massachusetts,4921,82.4,Franklin
1375,42.46475,-72.55489,Sunderland,Massachusetts,3658,100.3,Franklin
1376,42.59273,-72.54591,Turners Falls,Massachusetts,4868,460.8,Franklin
1378,42.67711,-72.34057,Warwick,Massachusetts,814,8.4,Franklin
1379,42.54149,-72.3989,Wendell,Massachusetts,779,13.9,Franklin
1380,42.58675,-72.40264,Wendell Depot,Massachusetts,25,1.5,Franklin
1420,42.58559,-71.81693,Fitchburg,Massachusetts,41661,535.1,Worcester
1430,42.66069,-71.9232,Ashburnham,Massachusetts,6457,67.9,Worcester
1431,42.67652,-71.82322,Ashby,Massachusetts,3187,52,Middlesex
1432,42.56351,-71.57059,Ayer,Massachusetts,8118,367.9,Middlesex
1434,42.53149,-71.61663,Devens,Massachusetts,1763,104.5,Worcester|Middlesex
1436,42.60579,-72.08958,Baldwinville,Massachusetts,3694,158.6,Worcester
1438,42.56028,-72.03583,East Templeton,Massachusetts,385,457.8,Worcester
1440,42.58797,-71.98649,Gardner,Massachusetts,21231,334.5,Worcester
1450,42.61368,-71.56139,Groton,Massachusetts,11212,132.1,Middlesex
1451,42.50005,-71.57754,Harvard,Massachusetts,5362,98.4,Worcester
1452,42.48378,-72.00514,Hubbardston,Massachusetts,4338,40.8,Worcester
1453,42.51961,-71.76583,Leominster,Massachusetts,43550,637.9,Worcester
1460,42.53503,-71.4891,Littleton,Massachusetts,10084,235.7,Middlesex
1462,42.58994,-71.72036,Lunenburg,Massachusetts,11765,170.7,Worcester
1463,42.67126,-71.60429,Pepperell,Massachusetts,11667,199.5,Middlesex
1464,42.57411,-71.6475,Shirley,Massachusetts,7092,181,Middlesex
1468,42.55324,-72.06879,Templeton,Massachusetts,4009,70.5,Worcester
1469,42.66514,-71.69161,Townsend,Massachusetts,7168,128,Middlesex
1473,42.55122,-71.90266,Westminster,Massachusetts,8220,89.6,Worcester
1474,42.67088,-71.7508,West Townsend,Massachusetts,1902,66.2,Middlesex
1475,42.66675,-72.04902,Winchendon,Massachusetts,10180,91.9,Worcester
1501,42.19689,-71.84549,Auburn,Massachusetts,16763,424.3,Worcester
1503,42.38378,-71.63552,Berlin,Massachusetts,3514,104.6,Worcester
1504,42.0399,-71.53125,Blackstone,Massachusetts,9195,319.5,Worcester
1505,42.35633,-71.72123,Boylston,Massachusetts,4855,116.7,Worcester
1506,42.19364,-72.10441,Brookfield,Massachusetts,3443,85.6,Worcester
1507,42.13509,-71.96803,Charlton,Massachusetts,13338,122.1,Worcester
1510,42.4119,-71.68883,Clinton,Massachusetts,15347,1048.3,Worcester
1515,42.20328,-72.04669,East Brookfield,Massachusetts,2120,83,Worcester
1516,42.0528,-71.75106,Douglas,Massachusetts,9213,97.1,Worcester
1518,42.11342,-72.11632,Fiskdale,Massachusetts,3047,96.1,Worcester
1519,42.20077,-71.67892,Grafton,Massachusetts,7634,276,Worcester
1520,42.33685,-71.85181,Holden,Massachusetts,16893,346.5,Worcester
1521,42.06012,-72.16592,Holland,Massachusetts,2585,81.3,Hampden
1522,42.38142,-71.87111,Jefferson,Massachusetts,2890,71.1,Worcester
1523,42.48176,-71.68079,Lancaster,Massachusetts,8395,118.2,Worcester
1524,42.24919,-71.91989,Leicester,Massachusetts,6077,147.6,Worcester
1525,42.09899,-71.64296,Linwood,Massachusetts,31,939.7,Worcester
1527,42.19228,-71.77397,Millbury,Massachusetts,13852,343.3,Worcester
1529,42.03906,-71.57767,Millville,Massachusetts,3176,252.2,Worcester
1531,42.31929,-72.12794,New Braintree,Massachusetts,984,18.3,Worcester
1532,42.32314,-71.64621,Northborough,Massachusetts,15647,327,Worcester
1534,42.13991,-71.64433,Northbridge,Massachusetts,5893,239.2,Worcester
1535,42.2695,-72.07794,North Brookfield,Massachusetts,4750,86.2,Worcester
1536,42.23189,-71.69219,North Grafton,Massachusetts,7282,328.4,Worcester
1537,42.16177,-71.89217,North Oxford,Massachusetts,1935,109.7,Worcester
1540,42.11649,-71.85819,Oxford,Massachusetts,11420,230.8,Worcester
1541,42.45649,-71.88128,Princeton,Massachusetts,3497,38.1,Worcester
1542,42.20241,-71.90995,Rochdale,Massachusetts,2815,258,Worcester
1543,42.38482,-71.96726,Rutland,Massachusetts,9102,100.1,Worcester
1545,42.28419,-71.71558,Shrewsbury,Massachusetts,38734,720.6,Worcester
1550,42.06039,-72.03377,Southbridge,Massachusetts,17669,337.1,Worcester
1560,42.17496,-71.67762,South Grafton,Massachusetts,4734,513.1,Worcester
1561,42.44581,-71.68845,South Lancaster,Massachusetts,0,0,Worcester
1562,42.24715,-71.99189,Spencer,Massachusetts,11955,140.5,Worcester
1564,42.44124,-71.77297,Sterling,Massachusetts,8053,101.6,Worcester
1566,42.1047,-72.07745,Sturbridge,Massachusetts,6795,105,Worcester
1568,42.17694,-71.60516,Upton,Massachusetts,7828,142.5,Worcester
1569,42.05895,-71.63741,Uxbridge,Massachusetts,14039,184.5,Worcester
1570,42.05206,-71.8485,Webster,Massachusetts,17671,552.1,Worcester
1571,42.05501,-71.93519,Dudley,Massachusetts,11885,220.3,Worcester
1581,42.26815,-71.61402,Westborough,Massachusetts,21360,400.2,Worcester
1583,42.37034,-71.78502,West Boylston,Massachusetts,7476,229.5,Worcester
1585,42.23762,-72.16311,West Brookfield,Massachusetts,4841,66.6,Worcester
1588,42.11837,-71.66836,Whitinsville,Massachusetts,10468,499.4,Worcester
1590,42.13387,-71.75179,Sutton,Massachusetts,9268,110.2,Worcester
1602,42.27219,-71.84946,Worcester,Massachusetts,25869,1713.6,Worcester
1603,42.24373,-71.84429,Worcester,Massachusetts,20678,1762.5,Worcester
1604,42.25085,-71.7683,Worcester,Massachusetts,40724,2370.3,Worcester
